FFMC,DMC,DC,ISI,temperature,humidity,wind,rain
78.1,278.83,689.9,0.9,21.79,50.41,4.31,3.13
43.2,27.28,689.4,0.23,15.69,77.33,1.12,4.09
73.8,133.1,232.6,1.72,28.97,44.37,8.28,3.23
50.2,77.69,114.3,0.69,29.71,91.76,3.34,2.33
65.5,193.51,572.8,1.82,32.78,62.4,8.74,3.06
25.9,30.24,437.8,1.31,22.39,61.51,6.32,3.24
86.8,172.5,718.8,0.87,35.25,44.14,4.16,2.35
39.4,245.92,640.1,1.83,34.65,57.76,8.82,5.28
30.3,156.33,355.7,0.79,35.48,73.76,3.82,1.2
63.6,19.26,783.7,0.64,23.47,55.17,3.08,1.54
54.6,87.51,340.4,0.36,35.46,62.23,1.75,4.62
86.2,160.56,852.6,0.55,27.67,49.7,2.65,5.38
54.1,148.19,289.8,0.81,33.89,63.37,3.88,4.58
46.7,241.53,262.5,0.37,38.64,53.82,1.77,0.33
39.7,44.36,802.0,0.9,25.83,73.33,4.34,2.26
60.1,47.17,580.3,0.45,35.96,88.92,2.15,6.02
63.6,285.86,311.0,1.44,37.42,87.98,6.93,1.51
81.6,212.65,105.5,0.38,39.68,60.56,1.81,0.28
24.7,105.95,342.0,1.04,18.75,87.73,4.98,0.51
81.2,93.67,113.1,1.16,23.76,92.32,5.56,0.33
27.8,48.9,87.4,0.42,28.45,77.57,2.02,4.5
52.0,245.09,117.0,1.78,34.73,70.77,8.57,4.25
54.5,280.43,221.9,0.57,18.54,80.73,2.72,0.26
79.0,232.61,233.3,0.22,39.47,50.03,1.05,4.16
62.8,81.88,805.2,0.25,10.61,43.42,1.22,0.94
65.8,107.7,130.8,1.03,27.86,30.3,4.93,5.67
75.6,244.68,78.9,0.6,11.38,68.42,2.88,4.98
23.8,18.11,548.1,0.59,18.84,90.05,2.82,4.87
19.9,55.06,757.1,0.73,26.67,73.36,3.5,4.73
57.8,217.7,364.6,0.34,24.11,91.31,1.63,2.27
67.5,188.06,211.6,0.19,12.59,85.56,0.92,3.76
45.7,94.17,457.9,1.07,10.5,45.88,5.16,1.33
55.4,251.24,92.4,1.35,19.81,80.01,6.48,2.27
48.0,221.95,707.2,0.96,33.16,77.04,4.63,3.04
45.4,176.6,72.4,1.37,17.33,71.52,6.6,3.13
73.1,198.71,685.7,0.38,15.0,48.6,1.85,0.66
25.1,279.46,752.4,1.56,24.78,57.51,7.5,0.27
57.6,232.68,600.4,0.57,27.84,58.66,2.76,3.15
70.4,154.21,568.3,0.24,31.7,56.35,1.17,4.2
23.1,189.0,418.4,0.66,34.14,43.34,3.18,5.89
57.0,289.59,610.9,1.54,24.23,92.99,7.38,2.37
27.0,261.71,258.2,0.89,17.14,63.93,4.27,4.04
38.1,62.69,859.6,1.44,11.83,93.98,6.93,4.88
31.8,172.72,328.6,0.33,13.0,54.41,1.61,0.52
55.2,13.16,635.8,1.48,10.23,30.21,7.13,2.64
27.5,8.03,672.8,0.3,28.27,84.06,1.45,3.24
32.4,240.1,411.6,1.52,12.21,71.16,7.29,1.93
65.3,194.85,388.7,1.33,17.05,53.26,6.39,5.6
76.8,140.98,850.9,1.23,18.3,31.82,5.92,4.0
27.6,25.99,612.7,1.53,17.15,42.36,7.34,5.61
27.6,97.18,335.2,1.51,39.43,55.45,7.24,1.11
19.5,262.28,356.0,1.58,35.17,56.92,7.61,2.1
27.8,215.52,533.3,1.72,39.67,94.62,8.27,5.1
73.0,166.42,745.5,0.38,27.3,39.69,1.81,4.34
67.6,24.03,519.7,1.05,19.72,64.21,5.05,4.22
51.0,161.05,460.0,0.67,21.38,42.68,3.23,3.75
22.1,69.68,84.9,1.71,26.27,62.8,8.2,1.3
87.7,282.43,241.6,0.77,38.9,64.18,3.69,3.92
41.0,74.03,395.7,0.69,31.33,75.3,3.31,2.37
92.2,76.48,318.4,1.62,21.62,58.34,7.81,6.11
45.4,62.15,572.1,0.79,39.13,46.18,3.81,4.32
29.4,93.53,502.6,0.12,31.16,65.57,0.58,4.47
54.6,65.78,292.5,1.21,36.41,43.32,5.83,1.96
83.7,109.59,425.7,1.86,20.2,40.16,8.92,3.89
53.3,105.83,619.0,0.48,22.01,58.21,2.31,2.64
95.4,281.17,152.5,0.91,35.39,48.87,4.38,4.65
68.6,104.07,313.7,0.48,26.73,52.99,2.3,4.59
69.3,113.45,213.6,0.99,38.07,52.13,4.77,2.33
67.9,65.32,149.3,0.32,26.13,59.3,1.52,3.73
68.0,162.68,858.6,1.24,22.72,39.48,5.95,5.15
22.4,251.09,21.9,1.39,32.1,85.02,6.66,0.12
27.0,160.82,452.2,1.05,22.26,93.62,5.05,3.43
82.2,72.72,769.9,0.27,26.94,52.22,1.31,5.01
43.4,146.89,60.8,0.36,13.87,43.21,1.75,1.38
36.4,156.13,432.3,1.68,23.96,51.96,8.06,3.24
45.6,139.06,522.7,1.22,15.09,79.55,5.86,1.89
21.8,74.57,144.7,1.73,34.61,97.61,8.33,3.94
34.1,265.52,499.4,0.84,23.41,78.83,4.04,4.23
27.1,118.06,58.5,0.41,33.9,65.2,1.98,4.12
40.8,70.14,782.8,0.41,15.64,85.07,1.98,0.36
80.8,169.35,123.7,0.96,32.38,46.11,4.62,5.57
62.1,209.59,201.6,0.14,22.17,46.61,0.65,0.03
41.8,204.23,735.2,1.07,29.4,31.29,5.16,0.72
30.0,37.27,331.4,0.25,11.63,88.24,1.22,0.66
61.9,117.5,255.7,1.42,23.26,76.41,6.85,3.21
38.2,233.36,452.9,1.33,17.24,34.24,6.41,4.86
93.9,221.63,25.1,0.73,14.56,30.3,3.53,2.77
81.3,260.8,53.5,0.72,36.15,48.92,3.47,2.24
75.7,186.75,441.7,1.57,13.59,41.21,7.55,0.41
84.7,277.38,258.2,1.24,21.24,33.77,5.96,2.58
55.0,137.92,36.6,1.25,32.01,89.55,6.03,4.75
79.3,192.33,794.7,0.62,21.89,87.62,2.96,3.79
19.0,72.24,194.3,0.27,17.06,88.34,1.32,2.99
37.3,110.68,424.6,1.79,20.1,95.45,8.62,3.71
45.5,170.24,76.4,0.98,35.86,30.34,4.69,5.76
95.1,66.26,847.6,1.29,35.28,82.88,6.22,0.86
28.1,29.03,152.9,0.54,26.8,95.21,2.62,4.34
35.9,83.55,380.2,0.61,11.28,51.58,2.94,1.79
57.8,113.25,108.1,1.07,17.93,93.75,5.15,4.16
49.9,22.18,305.3,0.52,33.09,51.28,2.5,4.33
41.9,75.6,593.5,0.16,38.34,98.79,0.77,3.49
60.6,72.86,430.9,1.65,10.69,74.88,7.93,2.98
50.6,98.85,474.9,1.3,17.09,93.83,6.25,2.8
20.1,58.5,403.2,1.62,24.77,63.37,7.81,3.8
28.4,233.4,107.1,0.93,17.62,76.7,4.46,4.62
79.6,37.15,142.5,1.06,34.75,85.07,5.12,4.2
40.7,217.92,547.3,1.52,29.61,49.88,7.29,6.17
90.7,196.69,842.2,1.78,11.87,57.76,8.54,3.24
33.9,15.35,738.9,0.75,22.29,36.46,3.62,0.85
25.3,277.24,201.1,0.99,16.6,79.5,4.75,5.01
63.1,284.63,151.4,1.18,29.84,97.59,5.69,5.37
86.3,181.95,368.5,1.6,25.14,59.35,7.68,2.15
87.1,276.3,559.4,0.77,12.54,86.91,3.68,0.95
76.0,93.62,423.3,1.81,25.38,94.55,8.68,3.37
57.3,181.93,309.6,0.33,24.33,77.31,1.6,2.26
50.1,216.27,31.4,1.1,35.56,45.56,5.28,5.88
19.2,274.74,578.4,1.93,15.67,46.49,9.26,4.05
26.1,224.81,844.0,1.51,33.47,97.04,7.24,5.02
87.3,93.45,700.2,1.25,20.92,63.34,6.03,2.85
66.4,176.97,217.5,0.52,36.91,62.93,2.5,1.92
77.3,35.43,634.4,1.61,23.45,86.73,7.72,5.45
27.4,190.04,578.4,1.67,22.67,58.03,8.02,2.32
36.8,210.7,61.6,1.51,26.26,30.11,7.25,1.46
21.9,41.11,176.4,0.27,36.67,63.98,1.28,1.83
31.6,266.43,396.6,1.86,15.58,47.2,8.93,3.58
29.4,173.61,570.7,0.26,28.03,98.72,1.25,5.71
83.6,26.55,388.7,0.66,16.98,40.93,3.18,1.76
25.6,82.48,385.5,0.09,26.26,52.68,0.44,5.62
49.8,71.76,503.2,0.36,15.73,50.23,1.71,3.66
75.4,95.6,829.1,1.45,34.61,43.39,6.99,0.51
81.9,153.18,304.4,1.07,39.86,91.87,5.16,4.82
30.8,8.4,235.4,0.74,20.89,65.95,3.57,0.35
35.3,152.15,665.2,0.16,23.47,43.99,0.77,0.33
41.6,32.4,586.4,0.22,13.6,61.69,1.08,1.99
56.1,171.59,146.7,0.67,27.96,53.75,3.21,1.3
49.9,87.71,149.5,1.68,23.52,83.27,8.1,3.52
81.3,103.07,143.4,1.66,25.15,94.24,7.98,3.37
94.8,74.77,490.5,1.2,31.54,86.17,5.79,2.7
65.7,252.9,133.2,1.86,18.06,86.99,8.95,0.7
79.9,211.57,571.7,1.68,11.34,67.47,8.1,0.96
72.5,99.72,285.6,1.65,31.26,30.44,7.94,5.71
47.2,115.95,210.9,0.11,17.94,98.17,0.53,4.52
92.7,128.22,317.6,1.91,18.46,61.1,9.2,4.02
26.0,82.04,774.2,1.92,34.86,85.63,9.24,3.2
32.7,86.02,747.9,1.49,31.1,88.41,7.17,1.31
45.3,216.79,18.3,0.61,19.13,36.17,2.93,1.88
62.4,248.78,105.4,1.82,32.54,85.98,8.75,3.69
43.3,194.29,490.2,1.36,37.13,38.96,6.56,0.88
25.7,187.78,848.5,1.7,32.69,96.25,8.18,2.15
43.3,256.86,508.2,0.93,12.8,63.8,4.45,3.28
42.1,273.07,180.7,1.1,38.39,83.27,5.28,4.39
35.8,78.67,588.3,0.17,26.13,76.62,0.82,3.42
71.2,204.72,827.5,1.56,11.74,76.21,7.49,3.3
81.1,277.8,678.9,1.33,30.0,45.46,6.41,5.65
44.2,224.12,157.0,1.05,10.5,51.67,5.06,5.26
32.2,259.05,500.9,1.6,39.9,50.26,7.69,1.85
53.5,123.08,768.3,1.68,33.08,67.46,8.06,4.98
83.4,25.11,106.7,1.66,12.11,61.82,8.0,2.11
52.4,23.36,522.8,0.42,28.36,74.32,2.02,5.23
63.9,4.42,369.7,1.24,23.37,61.3,5.94,5.2
26.2,44.95,113.1,0.83,27.23,85.71,3.98,1.88
94.4,63.07,735.6,0.44,11.39,78.18,2.11,2.83
43.9,184.31,101.0,1.66,25.41,35.68,7.96,1.56
57.5,71.49,829.9,0.69,14.86,41.49,3.33,4.07
68.9,115.89,496.8,1.69,13.11,45.15,8.11,0.62
91.9,179.23,835.8,0.67,12.96,37.08,3.23,4.09
78.5,26.26,314.5,1.83,19.9,36.54,8.82,0.97
27.5,66.65,512.6,1.4,29.99,89.01,6.71,3.49
35.4,2.47,340.3,1.75,27.41,44.49,8.39,0.9
28.8,232.46,406.5,1.0,24.48,45.06,4.82,5.95
47.8,149.42,787.1,1.09,26.4,57.41,5.23,3.12
69.6,221.13,105.5,1.17,36.82,84.79,5.61,6.08
24.5,246.83,109.7,1.68,23.84,64.8,8.09,5.93
31.3,78.13,518.4,1.11,13.81,63.84,5.36,6.06
28.2,82.53,503.8,0.57,22.02,56.37,2.75,1.85
40.4,134.19,536.1,0.66,39.4,65.27,3.16,2.49
55.7,280.61,673.6,0.76,11.43,53.64,3.66,3.69
50.9,63.74,281.5,0.7,29.37,70.29,3.38,6.12
19.7,145.72,700.7,1.06,23.63,92.42,5.11,0.42
55.4,78.74,686.1,1.02,22.26,99.09,4.88,6.16
78.9,96.94,596.9,1.7,21.67,40.79,8.16,0.81
22.0,194.44,268.5,1.8,12.08,66.51,8.66,0.05
92.7,40.26,117.2,1.09,31.39,94.68,5.22,6.39
64.3,254.83,673.8,0.92,18.85,47.03,4.43,5.34
45.9,7.01,253.1,1.27,27.88,78.83,6.1,4.9
37.5,127.86,25.9,0.72,28.65,40.91,3.47,2.89
68.1,187.9,463.9,1.06,35.13,39.55,5.1,5.66
20.6,159.11,305.0,1.3,29.43,84.32,6.24,4.86
24.7,172.83,36.2,1.92,37.35,71.59,9.25,1.55
45.5,175.91,468.6,0.23,31.0,55.82,1.11,2.98
19.7,173.7,744.3,1.45,11.18,57.3,6.98,3.24
61.0,106.89,327.0,1.61,22.43,49.52,7.74,5.42
91.6,101.99,495.3,1.24,28.51,65.11,5.97,4.48
50.7,112.49,72.7,1.72,21.82,50.78,8.25,2.9
43.6,194.87,110.9,0.16,39.93,77.76,0.78,3.95
82.8,69.41,545.1,0.09,21.46,54.31,0.45,3.36
27.6,150.91,287.7,1.45,27.54,60.78,6.95,4.86
72.8,112.92,801.6,1.61,14.02,31.72,7.76,6.2
38.0,43.78,633.3,0.49,19.5,81.72,2.35,2.87
54.6,27.33,427.7,0.23,27.28,87.59,1.1,4.17
35.2,52.57,446.9,1.46,14.86,49.15,7.0,4.09
83.4,138.9,229.6,0.2,19.57,95.75,0.97,2.25
44.1,209.57,270.5,0.79,25.22,87.57,3.78,0.51
38.9,100.06,249.0,1.67,14.75,31.95,8.01,3.51
66.2,154.12,350.6,1.82,33.29,43.41,8.75,3.91
94.7,144.44,308.0,0.78,35.45,35.66,3.74,0.89
48.1,113.69,434.6,0.15,36.4,68.08,0.71,6.4
75.7,118.1,468.9,0.36,23.55,70.8,1.72,1.28
94.4,257.36,546.3,0.94,28.01,40.4,4.5,5.96
54.3,134.83,785.6,0.95,39.93,97.73,4.56,5.31
29.1,160.98,742.4,0.69,20.06,94.32,3.31,4.82
60.5,196.53,690.8,0.53,13.34,72.46,2.54,4.44
46.9,37.18,335.3,0.1,28.65,63.71,0.47,2.04
81.8,70.22,205.7,0.33,32.0,41.19,1.6,3.79
42.2,193.62,823.2,0.64,16.57,31.3,3.09,3.36
47.6,252.18,210.9,1.62,27.9,76.69,7.81,3.77
94.1,96.28,781.3,1.52,12.75,47.23,7.33,3.09
84.2,270.8,60.7,1.92,17.94,65.84,9.22,1.71
83.8,66.91,644.2,0.63,39.61,66.59,3.01,2.99
40.4,110.67,516.6,1.09,24.94,63.07,5.26,1.61
62.3,67.16,150.1,1.15,21.39,63.17,5.51,5.01
70.3,243.09,337.2,0.58,32.34,65.37,2.78,2.4
35.4,36.22,574.4,1.72,17.33,52.23,8.28,3.6
31.6,274.66,29.4,0.19,24.72,34.74,0.91,5.63
42.8,74.28,482.2,1.65,24.22,47.02,7.91,4.39
88.3,24.93,457.8,1.62,38.07,38.17,7.79,5.9
87.8,30.8,511.6,0.28,14.27,61.71,1.36,3.22
59.3,134.71,224.6,1.04,10.92,33.14,5.02,4.69
56.0,36.2,26.4,0.64,33.09,99.61,3.08,4.7
93.8,237.75,130.4,1.3,36.88,95.11,6.27,4.02
40.7,193.18,818.1,0.12,21.67,92.31,0.56,5.99
73.7,92.28,90.5,0.21,36.91,32.96,1.01,0.84
76.7,230.12,498.8,1.78,29.68,72.77,8.56,5.43
86.6,112.64,192.6,0.84,22.57,36.93,4.02,5.96
50.5,87.79,197.6,1.2,30.79,34.69,5.79,4.78
57.6,269.88,484.9,1.45,33.86,52.44,6.99,6.39
77.4,31.18,685.1,1.64,39.07,86.44,7.87,4.22
44.0,37.2,824.8,0.87,16.62,75.18,4.16,0.58
89.4,196.31,214.6,1.62,38.05,92.4,7.81,0.93
64.2,235.91,182.6,1.41,11.17,78.26,6.8,3.9
67.9,63.36,213.3,0.41,36.28,59.04,1.95,4.26
32.2,130.92,822.3,0.32,31.59,32.34,1.53,3.19
20.9,212.27,372.6,1.4,14.72,76.37,6.75,5.49
95.8,128.17,115.8,0.43,35.31,61.61,2.08,4.43
59.0,190.41,212.4,1.5,17.62,47.25,7.22,4.68
70.9,203.32,448.7,1.69,22.62,85.72,8.14,4.1
85.4,156.36,485.8,1.56,27.8,66.92,7.52,1.74
28.2,109.25,60.4,1.81,32.65,51.56,8.71,4.2
92.1,77.94,727.0,1.02,17.11,50.39,4.9,0.37
92.7,176.2,249.0,0.97,21.23,98.68,4.68,4.17
65.7,191.64,432.4,1.02,24.78,47.03,4.89,3.56
26.2,279.69,330.0,0.39,10.17,43.54,1.87,3.1
31.2,247.08,344.6,1.81,11.73,49.26,8.7,5.75
53.8,188.17,458.0,1.15,11.46,88.4,5.51,2.93
65.3,93.31,197.1,1.29,25.67,45.67,6.19,6.31
57.7,239.19,404.9,1.83,38.39,40.02,8.79,4.74
89.1,52.56,176.8,0.47,10.97,82.65,2.26,3.26
35.6,44.47,370.4,1.17,33.76,46.88,5.63,5.12
93.2,22.06,403.9,1.82,12.12,90.11,8.75,2.51
25.5,73.56,818.0,0.24,33.72,50.33,1.17,4.91
95.3,110.01,650.9,0.27,25.29,59.85,1.31,4.16
49.8,122.64,289.6,0.99,29.6,49.89,4.78,5.77
67.0,48.9,62.5,1.22,37.25,63.32,5.86,2.63
81.9,99.95,740.5,0.59,13.65,39.02,2.83,3.48
72.8,202.95,12.9,0.71,20.76,39.74,3.4,0.81
76.3,127.2,479.1,1.31,32.85,50.09,6.3,1.18
73.3,32.58,637.3,0.98,39.38,65.52,4.72,5.46
37.8,200.88,331.5,0.65,26.02,95.68,3.13,3.51
66.9,241.86,845.7,0.64,16.65,84.6,3.07,5.25
84.9,254.13,286.4,1.18,11.85,40.77,5.68,3.87
29.6,120.97,628.3,1.2,36.96,37.24,5.78,1.69
42.6,92.48,148.9,0.09,20.57,74.24,0.43,5.41
43.1,286.06,533.2,0.66,39.38,67.43,3.17,0.23
23.9,42.51,366.5,0.12,27.66,67.27,0.56,0.16
38.5,281.94,682.3,0.43,26.36,87.24,2.06,3.03
75.8,132.59,761.8,1.59,29.72,39.5,7.64,4.23
90.0,194.16,847.6,0.37,36.04,60.45,1.78,5.53
63.9,268.57,611.6,0.34,34.6,39.81,1.62,5.43
22.9,173.15,517.4,1.64,19.95,79.33,7.88,1.04
36.3,254.33,59.0,0.96,17.65,50.57,4.61,3.74
23.1,192.2,618.6,0.48,35.24,94.55,2.31,5.63
23.9,281.23,405.0,1.42,15.66,53.72,6.85,3.13
54.3,28.69,294.3,0.31,38.44,34.06,1.47,0.63
72.3,68.06,787.6,0.42,12.19,34.7,2.03,1.04
21.0,138.79,658.9,0.58,24.22,90.69,2.8,1.38
60.6,189.92,290.1,1.44,26.03,56.97,6.93,3.07
73.3,47.72,529.0,1.72,35.91,69.05,8.28,3.4
23.5,138.95,130.2,1.77,23.64,51.98,8.52,0.64
48.6,114.32,780.5,1.55,21.19,63.75,7.43,6.34
38.0,68.73,450.6,1.04,38.71,41.55,4.98,1.97
47.9,69.33,698.5,0.91,12.38,31.77,4.38,4.02
88.5,274.71,493.9,0.38,38.5,70.32,1.85,0.81
28.8,141.68,183.0,0.73,28.5,75.93,3.49,0.39
52.0,4.32,452.4,1.56,14.47,98.61,7.5,4.6
93.8,255.73,551.3,0.45,18.38,80.12,2.15,5.62
34.2,235.73,619.0,1.21,29.59,33.01,5.82,1.73
35.3,68.6,127.2,0.1,12.43,92.3,0.46,5.06
50.9,156.82,265.0,1.15,11.85,54.98,5.51,0.9
29.6,188.87,356.4,0.51,20.59,82.63,2.43,2.18
38.2,190.7,162.7,1.33,25.27,85.7,6.39,2.35
21.4,123.71,612.7,0.25,29.28,33.32,1.21,2.78
62.0,281.43,138.6,0.54,10.1,93.64,2.59,2.62
24.3,118.81,805.0,0.78,27.91,61.96,3.75,4.8
33.0,105.91,303.3,1.48,29.93,60.05,7.1,2.97
94.8,233.51,60.3,1.6,36.31,82.8,7.69,1.38
53.6,111.38,263.9,1.9,23.43,96.15,9.13,2.51
93.3,213.0,749.1,1.44,31.71,54.3,6.91,1.13
59.8,144.23,661.0,1.3,14.72,60.68,6.27,0.18
87.4,162.64,509.3,1.85,38.05,73.98,8.89,3.02
48.8,251.18,286.9,1.25,17.57,44.12,6.01,6.33
94.1,183.52,620.8,1.09,27.37,71.8,5.26,1.3
45.7,217.44,776.7,0.64,11.41,96.56,3.09,5.97
72.5,87.34,634.6,0.76,18.75,85.3,3.63,5.58
43.7,245.47,586.1,1.94,27.61,57.6,9.31,2.94
83.2,190.1,536.5,1.22,15.92,56.52,5.88,2.49
26.8,36.81,645.8,1.01,24.89,40.12,4.86,5.55
36.3,47.82,327.7,1.11,26.56,74.87,5.35,5.01
75.8,40.4,164.0,1.41,21.67,67.71,6.78,3.08
70.3,37.72,344.1,1.2,14.99,36.09,5.77,1.57
93.7,82.04,271.2,1.67,38.21,63.1,8.03,4.41
20.0,150.67,364.9,1.29,22.88,76.27,6.18,4.59
22.6,7.26,835.1,1.86,26.3,70.12,8.92,6.34
76.6,30.42,491.3,1.47,23.77,69.8,7.07,1.74
91.8,188.42,410.0,1.41,23.56,36.35,6.78,3.85
96.2,86.39,284.2,0.28,21.57,62.1,1.36,5.33
41.3,9.73,523.9,0.78,28.17,62.49,3.76,1.22
86.8,17.64,761.4,0.85,21.78,95.32,4.07,4.4
30.8,31.91,790.2,1.69,31.48,77.46,8.11,1.85
74.1,67.85,589.5,1.94,28.97,67.48,9.31,4.8
67.3,197.36,782.3,0.95,35.49,56.11,4.58,0.23
35.4,39.03,672.1,0.28,14.09,71.59,1.36,5.2
65.9,282.48,748.4,1.76,29.12,74.89,8.46,2.6
44.9,210.71,110.1,1.13,32.05,70.28,5.43,6.14
81.6,81.19,180.8,1.76,11.95,38.06,8.48,4.15
53.7,40.04,486.2,0.78,15.24,60.19,3.76,2.48
22.4,154.56,446.7,0.34,11.35,78.39,1.64,2.68
46.8,288.16,164.6,1.0,10.94,48.98,4.81,3.35
89.0,17.8,399.0,0.82,18.05,34.16,3.93,0.18
91.7,146.96,231.9,0.5,21.58,80.21,2.4,4.25
32.9,154.28,326.3,1.91,10.25,48.45,9.16,5.58
90.2,235.0,284.5,0.77,25.49,99.72,3.72,1.68
26.6,162.46,228.5,1.81,16.23,41.44,8.72,3.93
31.7,266.95,518.7,0.32,35.4,65.44,1.53,4.47
66.9,256.91,609.5,1.17,36.97,32.28,5.62,4.91
42.9,42.45,247.0,0.22,35.59,93.55,1.06,2.48
56.5,198.19,419.3,0.1,27.78,98.22,0.5,1.24
48.7,26.38,682.7,0.16,35.27,64.77,0.79,1.94
78.1,60.06,439.1,1.72,12.7,67.67,8.27,0.06
74.1,126.76,332.0,0.65,12.02,51.21,3.14,0.17
55.7,157.14,288.4,0.32,20.4,70.15,1.52,6.19
85.8,30.08,374.6,0.66,10.89,96.49,3.15,4.34
92.4,283.84,542.3,1.25,23.95,62.44,6.03,1.64
80.8,10.31,248.0,0.42,24.62,61.23,2.03,1.76
35.7,53.02,717.3,0.62,26.15,94.38,2.97,2.45
46.9,40.96,745.6,1.31,25.02,57.3,6.28,1.9
29.5,123.13,506.4,1.61,13.52,35.6,7.76,4.24
81.9,226.89,612.4,1.45,18.23,92.6,6.98,4.88
32.4,147.33,801.7,0.36,26.61,45.67,1.73,0.12
24.6,135.86,136.4,1.74,10.01,68.49,8.35,2.07
84.9,247.83,133.6,1.81,35.56,64.51,8.71,4.9
83.5,220.55,510.0,0.98,11.96,33.29,4.69,0.36
66.0,149.14,533.2,0.45,29.35,63.93,2.16,4.57
93.7,139.18,187.7,1.16,13.12,85.8,5.56,4.73
73.0,203.13,215.2,0.84,23.88,71.44,4.05,3.43
68.8,57.69,821.0,0.69,22.16,34.63,3.33,5.15
53.5,179.42,135.7,1.75,12.98,68.41,8.4,6.07
46.9,95.87,769.9,1.7,34.64,67.47,8.16,6.2
19.6,219.75,614.3,0.88,13.78,73.88,4.25,1.87
42.0,25.0,88.1,0.28,30.98,73.63,1.34,2.17
46.7,154.49,271.5,0.15,15.13,57.93,0.71,0.37
86.4,104.32,574.4,0.34,37.34,31.37,1.65,2.85
57.8,145.36,95.8,0.12,39.84,75.67,0.59,5.35
22.5,60.68,695.1,0.76,35.34,83.82,3.67,1.3
63.9,253.2,490.2,1.01,15.42,40.66,4.86,0.29
40.6,121.19,366.6,1.15,32.26,71.27,5.55,3.23
90.6,101.06,855.0,0.35,10.8,68.95,1.69,0.67
19.4,176.26,767.1,1.87,14.43,88.6,8.99,2.4
44.6,282.87,114.8,0.12,10.07,58.27,0.56,3.25
86.1,78.17,376.1,0.2,25.9,54.46,0.97,1.46
44.6,10.56,674.2,1.09,36.93,77.71,5.22,5.99
58.5,245.32,333.4,0.42,18.31,73.48,2.04,3.07
81.7,133.7,345.3,1.85,33.59,43.63,8.9,3.86
76.0,208.67,627.0,0.29,31.74,73.02,1.4,2.96
29.7,182.83,293.0,0.89,29.9,77.81,4.3,2.06
83.6,31.08,323.0,0.51,25.53,91.98,2.44,4.28
60.1,55.66,474.7,1.62,27.87,83.65,7.78,3.26
94.3,256.31,847.0,0.14,27.7,77.23,0.69,3.66
19.9,166.63,796.5,1.18,32.97,65.84,5.66,4.48
85.4,181.26,654.3,1.91,23.56,97.88,9.16,4.36
80.5,196.09,328.9,0.21,15.4,33.26,1.03,0.29
81.7,67.72,736.4,0.28,36.31,61.59,1.37,5.83
91.5,20.81,171.3,1.19,37.92,91.59,5.73,5.09
34.8,223.1,98.3,1.57,16.23,98.27,7.53,3.73
86.5,227.24,639.9,0.37,36.75,93.62,1.8,2.02
54.1,62.73,800.6,1.1,37.73,31.5,5.3,3.79
83.5,160.64,258.8,1.17,27.08,97.78,5.63,2.67
76.4,86.1,557.2,0.92,23.25,35.75,4.44,5.96
30.3,46.25,622.8,1.58,18.97,54.1,7.62,2.59
86.3,136.42,387.1,0.6,28.68,65.29,2.9,5.31
82.8,109.4,468.2,1.86,24.28,51.76,8.95,3.83
50.6,215.87,622.9,1.48,25.17,87.73,7.11,0.4
53.4,256.73,516.8,0.93,19.61,71.83,4.49,6.15
24.1,249.22,793.2,1.48,21.91,63.4,7.12,1.47
24.9,236.36,192.9,0.71,22.3,46.53,3.4,0.12
66.1,41.01,121.3,0.28,10.62,78.86,1.33,1.41
52.2,207.48,133.7,1.15,10.85,85.15,5.55,6.4
84.9,73.79,204.8,1.62,39.92,63.65,7.79,3.64
19.9,177.92,553.9,0.82,16.6,43.52,3.96,6.0
85.5,258.57,567.7,1.49,26.49,83.86,7.17,3.97
87.0,161.06,35.9,1.45,29.08,91.4,6.95,1.2
27.7,182.41,290.1,1.44,20.08,47.19,6.91,0.09
20.2,202.97,200.1,0.64,12.71,93.24,3.08,3.08
26.6,30.5,204.3,0.11,34.09,77.35,0.51,5.4
29.2,277.61,298.9,0.82,22.97,87.97,3.92,2.16
77.8,84.08,468.7,1.06,28.51,84.99,5.12,4.81
77.6,179.51,234.7,0.6,27.68,52.62,2.9,1.61
55.5,61.6,755.2,1.84,19.34,68.99,8.83,0.81
31.2,208.74,566.8,1.48,35.67,59.58,7.11,2.57
27.2,60.35,333.7,0.17,22.32,54.43,0.82,0.63
70.0,243.89,513.2,1.68,28.41,86.05,8.07,4.72
25.0,23.89,44.3,0.37,21.38,75.39,1.8,3.32
79.8,252.04,230.2,1.42,13.96,71.29,6.82,3.23
60.7,47.24,562.9,1.87,21.97,86.87,8.97,4.76
30.2,179.28,718.5,0.53,10.8,46.02,2.54,5.38
40.2,118.28,610.6,0.28,17.84,49.13,1.35,5.58
89.8,273.7,755.7,1.92,13.45,69.52,9.21,2.46
49.1,204.87,365.5,0.63,31.1,67.62,3.05,6.39
32.5,129.76,625.4,1.56,24.68,68.02,7.51,5.09
59.1,176.78,249.3,1.8,23.73,60.99,8.67,3.73
39.1,159.26,192.6,1.18,16.65,30.61,5.69,2.17
47.9,275.64,356.9,0.62,19.61,51.28,2.97,0.62
37.8,98.45,537.4,0.89,18.13,40.26,4.3,3.83
84.1,175.26,647.2,1.89,27.4,72.54,9.11,0.89
78.9,16.5,119.6,0.49,22.37,88.32,2.34,5.27
83.0,63.44,476.7,1.19,13.5,79.93,5.73,0.31
79.8,116.33,628.1,1.26,12.04,49.78,6.06,0.25
